"CountyName","RegionName","PrecinctName","Black.AA","White","Asian","Hispanic","Native.American","Multiple","Other","Unknown","DemPct","RepPct","NonPct","DemVotes","RepVotes","NonVotes"
"GREENVILLE","Upstate","WELCOME",890,973,8,99,1,10,10,2,0.5733,0.4254,0.0013,446,331,1
"GREENVILLE","Upstate","WELLINGTON",64,1425,21,32,1,5,6,2,0.3561,0.6392,0.0047,302,542,4
"GREENVILLE","Upstate","WESTCLIFFE",294,1223,18,87,3,7,11,2,0.3927,0.606,0.0014,289,446,1
"GREENVILLE","Upstate","WESTSIDE",491,1193,22,173,1,10,8,1,0.4202,0.5798,0,337,465,0
"GREENVILLE","Upstate","WOODMONT",1004,1402,16,41,6,11,12,5,0.5422,0.456,0.0018,610,513,2
"GREENVILLE","Upstate","WOODRUFF LAKES",166,2181,100,72,2,17,18,1,0.3501,0.6491,8e-04,459,851,1
"GREENVILLE","Upstate","MT. PLEASANT",1063,420,3,73,4,6,5,1,0.7869,0.2131,0,491,133,0
"GREENVILLE","Upstate","BAKER CREEK",142,1106,3,25,3,4,4,1,0.2983,0.7002,0.0015,193,453,1
"GREENVILLE","Upstate","BRIDGE FORK",114,1489,32,17,2,5,3,2,0.3312,0.6688,0,312,630,0
"GREENVILLE","Upstate","CASTLE ROCK",146,2312,15,62,3,5,8,2,0.2454,0.7523,0.0023,319,978,3
"GREENVILLE","Upstate","FOX CHASE",68,1624,6,57,1,2,2,2,0.2316,0.7673,0.001,227,752,1
"GREENVILLE","Upstate","FROHAWK",92,1446,8,22,2,5,3,4,0.2456,0.7489,0.0056,221,674,5
"GREENVILLE","Upstate","GRANITE CREEK",169,2164,166,191,3,15,13,2,0.391,0.6055,0.0036,545,844,5
"GREENVILLE","Upstate","GRAZE BRANCH",119,1366,21,23,2,8,7,2,0.3246,0.6754,0,274,570,0
"GREENVILLE","Upstate","GREENBRIAR",333,1276,9,58,2,1,12,1,0.4751,0.5239,0.0011,438,483,1
"GREENVILLE","Upstate","HILLCREST",334,1957,35,84,4,7,21,2,0.3878,0.6106,0.0016,496,781,2
"GREENVILLE","Upstate","HOLLY TREE",81,1186,36,15,1,4,4,0,0.3461,0.65,0.0039,263,494,3
"GREENVILLE","Upstate","KILGORE FARMS",257,1967,76,127,2,12,15,0,0.4286,0.5698,0.0016,525,698,2
"GREENVILLE","Upstate","LOCUST HILL",53,1352,13,25,3,0,2,0,0.2055,0.7907,0.0038,164,631,3
"GREENVILLE","Upstate","LONG CREEK",164,1284,26,42,0,4,9,1,0.3415,0.6574,0.0012,294,566,1
"GREENVILLE","Upstate","MOORE CREEK",760,2270,42,199,8,13,12,2,0.4961,0.5039,0,832,845,0
"GREENVILLE","Upstate","ONEAL",66,2536,11,56,4,6,5,1,0.2308,0.7657,0.0035,334,1108,5
"GREENVILLE","Upstate","RANCH CREEK",901,1312,33,241,1,10,15,4,0.6026,0.3951,0.0024,755,495,3
"GREENVILLE","Upstate","RIVERSIDE",229,1741,125,179,4,11,16,0,0.4589,0.5393,0.0018,519,610,2
"GREENVILLE","Upstate","SPARROWS POINT",178,1917,72,87,4,17,11,1,0.389,0.6084,0.0026,452,707,3
"GREENVILLE","Upstate","STANDING SPRINGS",273,1249,21,58,2,12,8,1,0.4075,0.5914,0.0012,350,508,1
"GREENVILLE","Upstate","TRAVELERS REST 1",221,2081,18,49,4,12,12,1,0.3931,0.6014,0.0055,504,771,7
"GREENVILLE","Upstate","TRAVELERS REST 2",158,1269,4,27,4,9,4,0,0.3033,0.694,0.0026,229,524,2
"GREENVILLE","Upstate","TYGER RIVER",296,999,11,85,2,6,8,0,0.457,0.5414,0.0017,276,327,1
"GREENVILLE","Upstate","VERDMONT",338,1648,16,103,3,7,7,2,0.382,0.6171,9e-04,434,701,1
"GREENVILLE","Upstate","WARE PLACE",246,1545,3,12,2,6,3,2,0.2523,0.7446,0.0031,245,723,3
"GREENWOOD","Upstate","LOBLOLLY PINES",639,122,3,16,3,0,2,0,0.834,0.166,0,196,39,0
"GREENWOOD","Upstate","BEE'S FERRY",934,74,1,26,1,1,3,0,0.9341,0.0629,0.003,312,21,1
"GREENWOOD","Upstate","LEVI'S KNOLL",325,819,8,23,1,1,7,0,0.4713,0.5248,0.004,238,265,2
"GREENWOOD","Upstate","GRANDIFLORA GLEN",425,562,5,11,2,5,1,0,0.5169,0.4831,0,245,229,0
"GREENWOOD","Upstate","ASHLEY RIVER RUN",443,170,1,10,1,0,1,0,0.7814,0.2186,0,143,40,0
"GREENWOOD","Upstate","HOPE'S FERRY",467,377,3,9,0,2,3,0,0.5784,0.4216,0,166,121,0
"GREENWOOD","Upstate","FAIRHOPE FERRY",669,474,1,11,0,0,2,0,0.6246,0.3725,0.0029,218,130,1
"GREENWOOD","Upstate","PEBBLE STONE WAY",229,616,4,5,1,0,3,0,0.3772,0.6228,0,149,246,0
"GREENWOOD","Upstate","GLENDALE",34,640,4,5,0,1,1,0,0.2027,0.7946,0.0027,75,294,1
"GREENWOOD","Upstate","HARRIS",177,501,13,3,0,0,4,0,0.3138,0.6831,0.0031,102,222,1
"GREENWOOD","Upstate","LACO",335,709,3,18,0,2,0,0,0.3745,0.6255,0,203,339,0
"GREENWOOD","Upstate","NINETY SIX",322,479,0,5,1,1,2,1,0.3965,0.6035,0,157,239,0
"GREENWOOD","Upstate","NINETY SIX MILL",55,607,2,3,1,2,0,0,0.1534,0.8438,0.0028,54,297,1
"GREENWOOD","Upstate","WARE SHOALS",209,399,2,5,2,1,3,0,0.4553,0.5447,0,112,134,0
"GREENWOOD","Upstate","HODGES",199,993,3,7,0,1,1,1,0.2343,0.7657,0,146,477,0
"GREENWOOD","Upstate","COKESBURY",498,495,1,4,0,2,0,0,0.5321,0.4679,0,232,204,0
"GREENWOOD","Upstate","CORONACA",66,974,3,5,0,1,5,0,0.2003,0.798,0.0017,118,470,1
"GREENWOOD","Upstate","GREENWOOD HIGH",198,653,4,7,2,0,3,0,0.3615,0.6362,0.0023,154,271,1
"GREENWOOD","Upstate","GEORGETOWN",297,645,14,5,0,1,3,0,0.4024,0.5951,0.0024,165,244,1
"GREENWOOD","Upstate","SANDRIDGE",62,509,0,0,1,0,0,0,0.1683,0.8284,0.0033,51,251,1
"GREENWOOD","Upstate","CALLISON",128,691,2,10,0,1,0,0,0.2512,0.7488,0,104,310,0
"GREENWOOD","Upstate","BRADLEY",62,129,0,2,0,1,0,0,0.3636,0.6364,0,44,77,0
"GREENWOOD","Upstate","TROY",31,111,0,2,2,1,0,0,0.2907,0.7093,0,25,61,0
"GREENWOOD","Upstate","EPWORTH",97,494,1,1,0,0,2,0,0.2287,0.7679,0.0034,67,225,1
"GREENWOOD","Upstate","VERDERY",501,411,3,6,0,0,0,0,0.5125,0.4875,0,246,234,0
"GREENWOOD","Upstate","NEW MARKET",312,522,1,16,1,2,3,0,0.4061,0.5914,0.0025,160,233,1
"GREENWOOD","Upstate","EMERALD",485,113,2,12,0,1,1,0,0.7871,0.2053,0.0076,207,54,2
"GREENWOOD","Upstate","AIRPORT",112,777,8,9,1,0,4,0,0.2701,0.7299,0,138,373,0
"GREENWOOD","Upstate","EMERALD HIGH",70,462,2,4,0,0,5,0,0.2737,0.7226,0.0036,75,198,1
"GREENWOOD","Upstate","CIVIC CENTER",614,476,16,8,0,1,1,1,0.5453,0.4526,0.0021,259,215,1
"GREENWOOD","Upstate","RILEY",65,133,0,0,0,0,0,0,0.3505,0.6495,0,34,63,0
"GREENWOOD","Upstate","SHOALS JUNCTION",41,240,2,0,0,0,1,0,0.2792,0.7208,0,43,111,0
"GREENWOOD","Upstate","GREENWOOD MILL",132,635,3,6,0,0,3,0,0.3381,0.6591,0.0028,119,232,1
"GREENWOOD","Upstate","STONEWOOD",55,775,2,2,1,0,2,0,0.2133,0.7867,0,106,391,0
"GREENWOOD","Upstate","MIMOSA CREST",182,587,4,10,0,0,3,0,0.4235,0.5765,0,144,196,0
"GREENWOOD","Upstate","LOWER LAKE",10,1092,4,1,0,0,2,0,0.1901,0.8083,0.0016,119,506,1
"GREENWOOD","Upstate","PINECREST",201,648,9,12,1,2,5,1,0.419,0.581,0,168,233,0
"GREENWOOD","Upstate","MAXWELLTON PIKE",42,703,5,3,0,1,5,0,0.2,0.7949,0.0051,78,310,2
"GREENWOOD","Upstate","NEW CASTLE",135,731,7,15,0,1,4,0,0.2754,0.7226,0.0021,133,349,1
"GREENWOOD","Upstate","RUTHERFORD SHOALS",149,550,2,0,0,0,1,0,0.3444,0.6556,0,125,238,0
"GREENWOOD","Upstate","LIBERTY",321,404,2,29,1,0,1,0,0.482,0.518,0,161,173,0
"GREENWOOD","Upstate","BILTMORE PINES",184,804,16,11,0,3,2,0,0.3195,0.6785,0.002,162,344,1
"GREENWOOD","Upstate","MARSHALL OAKS",418,134,1,23,0,0,1,0,0.7619,0.2321,0.006,128,39,1
"GREENWOOD","Upstate","SPARROWS GRACE",66,1130,26,8,2,0,7,1,0.1607,0.8393,0,113,590,0
"GREENWOOD","Upstate","MOUNTAIN LAUREL",438,381,6,26,2,0,4,0,0.5449,0.4487,0.0064,170,140,2
"GREENWOOD","Upstate","ALLIE'S CROSSING",190,594,0,4,0,0,0,0,0.2723,0.7252,0.0025,110,293,1
"GREENWOOD","Upstate","GIDEON'S WAY",455,304,2,5,0,2,1,0,0.6201,0.3799,0,222,136,0
"GREENWOOD","Upstate","PARSON'S MILL",195,592,8,12,2,2,4,0,0.4155,0.5845,0,155,218,0
"GREENWOOD","Upstate","ANGEL OAK'S CROSSING",109,1020,20,3,2,2,6,1,0.2649,0.7334,0.0016,164,454,1
"GREENWOOD","Upstate","GRAHAM'S GLEN",82,702,4,2,1,0,2,0,0.2566,0.7386,0.0048,107,308,2
"HAMPTON","LowCountry","BRUNSON",243,363,1,1,0,0,3,0,0.4713,0.5287,0,123,138,0
"HAMPTON","LowCountry","HAMPTON COURTHOUSE NO.1",492,492,2,3,1,0,3,0,0.5124,0.4848,0.0028,186,176,1
"HAMPTON","LowCountry","HAMPTON COURTHOUSE NO.2",526,808,11,6,0,3,2,0,0.4748,0.5215,0.0037,254,279,2
"HAMPTON","LowCountry","VARNVILLE",1114,757,2,3,1,1,0,0,0.6468,0.3519,0.0013,489,266,1
"HAMPTON","LowCountry","EARLY BRANCH",260,188,1,0,0,0,1,0,0.5402,0.4598,0,94,80,0
"HAMPTON","LowCountry","GARNETT",117,24,0,0,2,0,0,0,0.8706,0.1294,0,74,11,0
"HAMPTON","LowCountry","ESTILL",1839,415,0,18,0,1,6,1,0.7054,0.2916,0.0029,479,198,2
"HAMPTON","LowCountry","BONNETT",192,526,1,0,1,0,2,0,0.3196,0.6694,0.011,116,243,4
"HAMPTON","LowCountry","FURMAN",234,126,0,1,0,0,1,0,0.6425,0.3575,0,115,64,0
"HAMPTON","LowCountry","SCOTIA",322,56,0,0,1,0,2,0,0.8861,0.1139,0,140,18,0
"HAMPTON","LowCountry","YEMASSEE",699,453,4,2,1,1,6,1,0.6585,0.3394,0.002,324,167,1
"HAMPTON","LowCountry","HORSE GALL",0,79,0,0,0,0,0,0,0.1321,0.8679,0,7,46,0
"HAMPTON","LowCountry","RIVERS MILL",34,35,0,0,0,0,0,0,0.5,0.5,0,19,19,0
"HAMPTON","LowCountry","HOPEWELL",34,243,0,0,0,0,0,0,0.1783,0.814,0.0078,23,105,1
"HAMPTON","LowCountry","CROCKET-MILEY",220,280,1,0,0,1,1,0,0.3991,0.5965,0.0044,91,136,1
"HAMPTON","LowCountry","CUMMINGS",404,336,2,1,0,1,0,0,0.5833,0.4107,0.006,196,138,2
"HAMPTON","LowCountry","BLACK CREEK",58,164,0,1,0,0,0,0,0.2906,0.7094,0,34,83,0
"HAMPTON","LowCountry","GIFFORD",283,33,0,0,0,1,0,0,0.8848,0.1152,0,146,19,0
"HORRY","LowCountry","ADRIAN",284,1542,3,31,6,1,5,1,0.2681,0.728,0.0039,204,554,3
"HORRY","LowCountry","ALLSBROOK",49,584,1,3,4,1,4,0,0.1709,0.8291,0,54,262,0
"HORRY","LowCountry","ATLANTIC BEACH",157,119,3,6,4,3,0,0,0.8983,0.1017,0,53,6,0
"HORRY","LowCountry","AYNOR",193,1349,2,4,4,1,7,0,0.1966,0.8021,0.0013,152,620,1
"HORRY","LowCountry","BAYBORO-GURLEY",417,850,3,15,8,0,2,0,0.3636,0.6346,0.0017,212,370,1
"HORRY","LowCountry","BROOKSVILLE #1",268,2700,27,31,13,3,15,4,0.3613,0.6373,0.0013,542,956,2
"HORRY","LowCountry","BROWNWAY",103,1418,3,21,5,3,3,0,0.177,0.8216,0.0014,126,585,1
"HORRY","LowCountry","BURGESS #1",43,2200,12,11,1,0,7,1,0.3302,0.6698,0,390,791,0
"HORRY","LowCountry","BURGESS #2",67,3155,26,34,3,7,15,2,0.3234,0.676,6e-04,564,1179,1
"HORRY","LowCountry","CAROLINA FOREST #1",183,2495,62,82,9,7,38,1,0.3736,0.6255,8e-04,448,750,1
"HORRY","LowCountry","CAROLINA FOREST #2",207,1815,15,28,5,9,16,4,0.372,0.628,0,327,552,0
"HORRY","LowCountry","CEDAR GROVE",55,691,2,8,1,0,7,0,0.1662,0.8311,0.0026,63,315,1
"HORRY","LowCountry","CHERRY GROVE #1",90,1646,2,11,7,3,6,1,0.2584,0.7416,0,224,643,0
"HORRY","LowCountry","CHERRY GROVE #2",77,1874,5,8,1,1,5,1,0.3071,0.6929,0,343,774,0
"HORRY","LowCountry","COASTAL CAROLINA",276,1249,13,29,3,5,22,3,0.4435,0.5565,0,255,320,0
"HORRY","LowCountry","COASTAL LANE #1",679,253,3,14,3,0,11,1,0.8677,0.1296,0.0026,328,49,1
"HORRY","LowCountry","COASTAL LANE #2",585,643,10,50,5,1,22,2,0.6828,0.3172,0,297,138,0
"HORRY","LowCountry","COOL SPRINGS",53,324,0,4,2,0,0,0,0.2029,0.7971,0,42,165,0
"HORRY","LowCountry","CRESCENT",52,1668,12,20,7,1,14,0,0.3463,0.6524,0.0013,267,503,1
"HORRY","LowCountry","DAISY",192,1001,3,11,4,2,3,0,0.2011,0.7989,0,112,445,0
"HORRY","LowCountry","DEERFIELD",86,2356,28,30,8,1,13,1,0.3231,0.6769,0,390,817,0
"HORRY","LowCountry","DOGBLUFF",42,921,1,2,1,0,3,0,0.1357,0.8643,0,57,363,0
"HORRY","LowCountry","DOGWOOD",332,998,6,21,4,2,10,0,0.4502,0.5498,0,289,353,0
"HORRY","LowCountry","DUNES #1",39,2709,45,24,3,0,9,1,0.2792,0.7208,0,449,1159,0
"HORRY","LowCountry","DUNES #2",34,1930,15,10,3,1,9,1,0.2881,0.7119,0,295,729,0
"HORRY","LowCountry","DUNES #3",13,1028,7,5,0,1,2,0,0.3953,0.6011,0.0036,219,333,2
"HORRY","LowCountry","EAST CONWAY",175,999,8,19,3,0,5,0,0.3267,0.6733,0,180,371,0
"HORRY","LowCountry","EAST LORIS",695,1791,16,15,6,1,10,3,0.356,0.6431,9e-04,413,746,1
"HORRY","LowCountry","EBENEZER",100,1881,13,13,5,1,9,0,0.2893,0.7107,0,311,764,0
"HORRY","LowCountry","EMERALD FOREST #1",254,2094,35,89,2,10,24,0,0.4207,0.5793,0,398,548,0
"HORRY","LowCountry","EMERALD FOREST #2",313,3413,46,81,6,9,20,0,0.3932,0.6056,0.0012,648,998,2
"HORRY","LowCountry","EMERALD FOREST #3",110,2270,47,43,7,6,26,3,0.3657,0.6343,0,441,765,0
"HORRY","LowCountry","ENTERPRISE",186,3266,22,74,4,3,17,2,0.3502,0.6491,6e-04,573,1062,1
"HORRY","LowCountry","FORESTBROOK",185,2902,24,49,10,7,17,1,0.349,0.6503,7e-04,511,952,1
"HORRY","LowCountry","FOUR MILE",332,1355,8,35,8,3,12,0,0.3223,0.6764,0.0013,254,533,1
"HORRY","LowCountry","GALLIVANTS FERRY",10,151,0,0,0,0,0,0,0.2824,0.7176,0,24,61,0
"HORRY","LowCountry","GARDEN CITY #1",9,1984,2,4,2,3,4,1,0.2755,0.7245,0,270,710,0
"HORRY","LowCountry","GARDEN CITY #2",8,1319,4,5,2,1,2,1,0.202,0.798,0,141,557,0
"HORRY","LowCountry","GARDEN CITY #3",44,1755,4,14,3,2,7,0,0.358,0.642,0,310,556,0
"HORRY","LowCountry","GARDEN CITY #4",2,1126,1,7,2,0,3,1,0.359,0.641,0,205,366,0
"HORRY","LowCountry","GLENNS BAY",41,2011,7,31,4,1,16,0,0.326,0.674,0,324,670,0
"HORRY","LowCountry","GREEN SEA",219,591,1,6,1,0,2,0,0.2745,0.7232,0.0024,115,303,1
"HORRY","LowCountry","HICKORY GROVE",142,1275,2,14,3,1,7,0,0.2224,0.7776,0,145,507,0
"HORRY","LowCountry","HICKORY HILL",30,118,1,0,0,0,0,0,0.1724,0.8276,0,15,72,0
"HORRY","LowCountry","HOMEWOOD",303,1156,12,12,1,0,7,3,0.351,0.6475,0.0015,232,428,1
"HORRY","LowCountry","HORRY",39,1048,4,10,0,1,0,1,0.1222,0.8778,0,65,467,0
"HORRY","LowCountry","INLAND",120,221,1,1,0,0,0,0,0.427,0.573,0,76,102,0
"HORRY","LowCountry","JACKSON BLUFF",35,564,3,12,0,1,4,0,0.2996,0.7004,0,83,194,0
"HORRY","LowCountry","JAMESTOWN",847,2173,14,35,3,4,12,3,0.4617,0.5368,0.0015,609,708,2
"HORRY","LowCountry","JERIGANS CROSSROADS",76,559,2,1,3,0,3,0,0.1534,0.8466,0,50,276,0
"HORRY","LowCountry","JET PORT #1",139,1698,36,59,5,5,19,0,0.3905,0.6082,0.0012,314,489,1
"HORRY","LowCountry","JET PORT #2",180,4634,56,71,12,4,23,0,0.3831,0.6164,5e-04,793,1276,1
"HORRY","LowCountry","JORDANVILLE",6,467,1,3,0,1,4,1,0.094,0.906,0,22,212,0
"HORRY","LowCountry","JOYNER SWAMP",33,367,0,0,0,0,3,0,0.1212,0.8788,0,24,174,0
"HORRY","LowCountry","JUNIPER BAY",212,1475,6,33,10,1,2,2,0.2008,0.7979,0.0013,156,620,1
"HORRY","LowCountry","LAKE PARK #1",250,1740,27,57,6,3,27,1,0.3598,0.6402,0,281,500,0
"HORRY","LowCountry","LEON",636,981,6,16,3,2,5,0,0.4841,0.5146,0.0013,381,405,1
"HORRY","LowCountry","LITTLE RIVER #1",49,1502,3,22,3,2,10,0,0.313,0.687,0,252,553,0
"HORRY","LowCountry","LITTLE RIVER #2",158,2656,15,26,12,5,16,0,0.2874,0.7119,7e-04,392,971,1
"HORRY","LowCountry","LITTLE RIVER #3",60,1967,9,7,0,3,7,1,0.2913,0.7087,0,330,803,0
"HORRY","LowCountry","LIVE OAK",141,516,5,14,3,0,2,1,0.3644,0.6328,0.0028,129,224,1
"HORRY","LowCountry","MAPLE",210,1134,2,5,3,0,3,0,0.2802,0.717,0.0027,204,522,2
"HORRY","LowCountry","MARLOWE #1",72,2157,10,30,3,4,14,2,0.3408,0.6573,0.0019,364,702,2
"HORRY","LowCountry","METHODIST-MILL SWAMP",12,651,0,3,4,2,1,0,0.0704,0.9296,0,25,330,0
"HORRY","LowCountry","MT. OLIVE",199,577,0,8,3,1,3,0,0.2767,0.7233,0,101,264,0
"HORRY","LowCountry","MT. VERNON",42,485,2,3,0,0,2,0,0.1521,0.8479,0,40,223,0
"HORRY","LowCountry","MYRTLE TRACE",75,1364,7,29,2,0,5,0,0.3328,0.6672,0,211,423,0
"HORRY","LowCountry","MYRTLEWOOD #1",122,1314,10,30,7,4,22,1,0.3963,0.6018,0.0018,216,328,1
"HORRY","LowCountry","MYRTLEWOOD #2",40,1613,11,19,4,1,17,0,0.3771,0.6229,0,293,484,0
"HORRY","LowCountry","MYRTLEWOOD #3",68,1659,22,23,5,2,17,1,0.2958,0.7042,0,268,638,0
"HORRY","LowCountry","NIXONS XROADS #1",98,1714,10,22,5,1,12,0,0.3128,0.6872,0,259,569,0
"HORRY","LowCountry","NIXONS XROADS #2",543,2166,5,28,5,2,16,0,0.4104,0.5888,8e-04,520,746,1
"HORRY","LowCountry","NORTH CONWAY #1",418,1073,14,31,5,1,13,0,0.446,0.5525,0.0014,310,384,1
"HORRY","LowCountry","NORTH CONWAY #2",141,985,4,18,1,0,8,1,0.3543,0.6387,0.007,203,366,4
"HORRY","LowCountry","OCEAN DRIVE #1",44,2094,11,27,5,0,15,0,0.292,0.707,9e-04,311,753,1
"HORRY","LowCountry","OCEAN DRIVE #2",30,3282,17,17,9,0,16,0,0.248,0.752,0,410,1243,0
"HORRY","LowCountry","OCEAN FOREST #1",33,1549,6,8,5,1,5,0,0.33,0.67,0,262,532,0
"HORRY","LowCountry","OCEAN FOREST #2",44,1662,15,19,3,1,7,0,0.3939,0.6061,0,323,497,0
"HORRY","LowCountry","OCEAN FOREST #3",78,1005,10,14,3,0,8,2,0.5059,0.4895,0,216,209,2
"HORRY","LowCountry","PALMETTO BAYS",196,3256,34,50,8,7,24,2,0.3207,0.6793,0,518,1097,0
"HORRY","LowCountry","PAWLEYS SWAMP",26,507,3,4,1,1,2,1,0.1366,0.8634,0,31,196,0
"HORRY","LowCountry","PLEASANT VIEW",38,194,0,1,1,0,2,0,0.1638,0.8362,0,19,97,0
"HORRY","LowCountry","POPLAR HILL",62,691,0,6,2,0,3,0,0.109,0.891,0,40,327,0
"HORRY","LowCountry","PORT HARRELSON",598,81,1,0,1,0,6,0,0.9233,0.0767,0,313,26,0
"HORRY","LowCountry","RACEPATH #1",641,627,9,12,1,1,7,1,0.5545,0.4436,0.0019,285,228,1
"HORRY","LowCountry","RACEPATH #2",1238,260,3,19,3,0,20,0,0.8781,0.1219,0,461,64,0
"HORRY","LowCountry","RED BLUFF",278,705,2,26,2,0,3,2,0.4412,0.5588,0,195,247,0
"HORRY","LowCountry","RED HILL #1",200,995,7,22,4,2,10,1,0.2872,0.7128,0,110,273,0
"HORRY","LowCountry","RED HILL #2",213,1969,28,62,5,6,24,4,0.3677,0.6323,0,385,662,0
"HORRY","LowCountry","SALEM",109,1896,11,27,17,0,7,3,0.2502,0.7498,0,258,773,0
"HORRY","LowCountry","SEA OATS #1",287,1502,27,39,8,6,20,1,0.407,0.593,0,243,354,0
"HORRY","LowCountry","SEA OATS #2",441,954,30,56,14,5,12,0,0.5018,0.4982,0,276,274,0
"HORRY","LowCountry","SEA WINDS",319,3183,52,67,10,9,33,0,0.3612,0.6364,0.0025,588,1036,4
"HORRY","LowCountry","SHELL",48,1089,1,9,3,1,8,0,0.2013,0.7971,0.0016,127,503,1
"HORRY","LowCountry","SOCASTEE #1",252,2635,43,82,7,11,28,2,0.3344,0.6647,8e-04,404,803,1
"HORRY","LowCountry","SOCASTEE #2",67,1414,5,26,2,0,7,0,0.2647,0.7337,0.0015,171,474,1
"HORRY","LowCountry","SOCASTEE #3",117,3093,21,58,7,6,27,2,0.3179,0.6801,0.002,466,997,3
"HORRY","LowCountry","SOCASTEE #4",375,3573,35,88,7,8,27,4,0.3783,0.6204,0.0012,608,997,2
"HORRY","LowCountry","SPRING BRANCH",48,278,0,1,0,0,0,0,0.2143,0.7857,0,39,143,0
"HORRY","LowCountry","SURFSIDE #1",29,2163,15,10,4,2,8,0,0.3397,0.6603,0,375,729,0
"HORRY","LowCountry","SURFSIDE #2",13,1036,1,3,6,0,4,1,0.3247,0.6753,0,188,391,0
"HORRY","LowCountry","SURFSIDE #3",64,2298,28,36,4,5,11,1,0.2706,0.7294,0,305,822,0
"HORRY","LowCountry","SURFSIDE #4",37,2477,43,17,13,5,11,2,0.2965,0.7027,8e-04,357,846,1
"HORRY","LowCountry","SWEET HOME",420,641,2,8,2,0,7,0,0.4676,0.5303,0.0021,224,254,1
"HORRY","LowCountry","TAYLORSVILLE",20,258,0,4,1,0,4,0,0.0738,0.9262,0,11,138,0
"HORRY","LowCountry","TILLY SWAMP",63,1263,4,15,2,1,2,0,0.2681,0.7306,0.0013,200,545,1
"HORRY","LowCountry","TODDVILLE",197,1166,3,16,2,5,3,0,0.3285,0.6701,0.0015,226,461,1
"HORRY","LowCountry","WAMPEE",952,722,1,7,4,0,9,2,0.6414,0.3586,0,517,289,0
"HORRY","LowCountry","WEST CONWAY",231,472,6,7,0,3,3,0,0.5192,0.4808,0,162,150,0
"HORRY","LowCountry","WEST LORIS",483,334,2,9,2,1,4,1,0.7014,0.2904,0.0082,256,106,3
"HORRY","LowCountry","WHITE OAK",34,594,0,8,2,0,3,0,0.1443,0.8557,0,44,261,0
"HORRY","LowCountry","WILD WING",248,2691,26,61,8,6,20,2,0.3483,0.6509,8e-04,435,813,1
"HORRY","LowCountry","WINDY HILL #1",39,1299,9,13,2,1,7,1,0.2898,0.7071,0.003,191,466,2
"HORRY","LowCountry","WINDY HILL #2",54,2360,9,18,5,3,9,1,0.2724,0.7276,0,362,967,0
"HORRY","LowCountry","BURGESS #3",44,3169,15,18,3,4,5,1,0.3081,0.6919,0,538,1208,0
"HORRY","LowCountry","MARLOWE #2",183,3274,25,20,3,3,21,4,0.3613,0.6375,0.0012,611,1078,2
"HORRY","LowCountry","BURGESS #4",92,1646,16,8,1,3,10,1,0.3308,0.6659,0.0033,300,604,3
"HORRY","LowCountry","MARLOWE #3",83,1717,10,13,3,2,11,0,0.3943,0.6057,0,334,513,0
"HORRY","LowCountry","BROOKSVILLE #2",176,972,11,13,1,3,4,0,0.3521,0.6479,0,219,403,0
"HORRY","LowCountry","CAROLINA BAYS",131,1966,46,42,8,6,9,1,0.3213,0.6787,0,328,693,0
"HORRY","LowCountry","NIXONS XROADS #3",227,1477,17,20,2,2,3,0,0.3666,0.6334,0,342,591,0
"HORRY","LowCountry","RIVER OAKS",111,2279,39,58,4,4,23,1,0.3668,0.6332,0,402,694,0
"HORRY","LowCountry","LAKE PARK #2",104,1144,16,55,2,5,24,0,0.4387,0.5613,0,236,302,0
"HORRY","LowCountry","LAKE PARK #3",76,1523,30,41,3,3,11,1,0.3757,0.6243,0,281,467,0
"JASPER","LowCountry","COOSAWHATCHIE",413,178,3,0,0,0,2,0,0.7078,0.2922,0,155,64,0
"JASPER","LowCountry","GILLISONVILLE",360,332,2,8,0,0,5,0,0.5564,0.44,0.0036,153,121,1
"JASPER","LowCountry","GRAHAMVILLE 1",481,792,4,22,2,0,5,1,0.3619,0.6362,0.0019,186,327,1
"JASPER","LowCountry","GRAHAMVILLE 2",1346,778,9,83,3,1,19,4,0.6589,0.3411,0,539,279,0
"JASPER","LowCountry","GRAYS",172,543,0,2,2,1,1,0,0.2708,0.7239,0.0054,101,270,2
"JASPER","LowCountry","HARDEEVILLE 1",613,914,29,111,3,1,17,1,0.5039,0.4945,0.0016,323,317,1
"JASPER","LowCountry","HARDEEVILLE 2",564,309,1,44,2,0,6,2,0.6456,0.3514,0.003,215,117,1
"JASPER","LowCountry","LEVY",1006,767,10,58,2,0,14,0,0.6675,0.3325,0,508,253,0
"JASPER","LowCountry","OAKATIE",396,1211,13,61,3,2,13,2,0.4505,0.5477,0.0019,241,293,1
"JASPER","LowCountry","PINELAND",697,96,0,9,1,0,1,0,0.894,0.1026,0.0033,270,31,1
"JASPER","LowCountry","RIDGELAND 1",263,780,14,34,2,0,8,3,0.3359,0.6615,0.0026,129,254,1
"JASPER","LowCountry","RIDGELAND 2",530,551,2,28,0,1,7,2,0.5303,0.467,0.0026,201,177,1
"JASPER","LowCountry","TILLMAN",453,322,0,5,0,0,2,2,0.6102,0.3898,0,180,115,0
"JASPER","LowCountry","RIDGELAND 3",353,550,1,12,0,2,5,3,0.3323,0.6614,0.0063,105,209,2
"JASPER","LowCountry","SUN CITY",16,2240,7,9,1,1,7,1,0.3613,0.6387,0,474,838,0
"KERSHAW","Midlands","AIRPORT",227,810,1,18,1,2,2,1,0.3216,0.6784,0,156,329,0
